date_time,dow,hr,temp_1h,rain_1h,snow_1h,cloud_coverage_1h,weather_1h,is_holiday,traffic_volume
2012-10-05 06:00:00,4,6,2.6299984,0.0,0.0,62.0,Clouds,0,5537
2012-10-05 07:00:00,4,7,2.2899983,0.0,0.0,46.0,Clouds,0,6628
2012-10-05 08:00:00,4,8,2.2899983,0.0,0.0,79.0,Clouds,0,5534
2012-10-05 09:00:00,4,9,2.0299983,0.0,0.0,97.0,Clouds,0,5403
2012-10-05 10:00:00,4,10,2.5799983,0.0,0.0,97.0,Clouds,0,4770
2012-10-05 11:00:00,4,11,5.429998,0.0,0.0,99.0,Clouds,0,5217
2012-10-05 12:00:00,4,12,5.909998,0.0,0.0,86.0,Clouds,0,5870
2012-10-05 13:00:00,4,13,6.609998,0.0,0.0,85.0,Clouds,0,5967
2012-10-05 14:00:00,4,14,7.0299983,0.0,0.0,75.0,Clouds,0,6108
2012-10-05 15:00:00,4,15,7.559998,0.0,0.0,89.0,Clouds,0,6128
2012-10-05 16:00:00,4,16,7.629998,0.0,0.0,78.0,Clouds,0,6069
2012-10-05 17:00:00,4,17,7.499998,0.0,0.0,74.0,Clouds,0,6169
2012-10-05 18:00:00,4,18,5.169998,0.0,0.0,98.0,Clouds,0,5384
2012-10-05 19:00:00,4,19,4.959998,0.0,0.0,94.0,Clouds,0,4063
2012-10-05 20:00:00,4,20,4.879998,0.0,0.0,83.0,Clouds,0,3364
2012-10-05 21:00:00,4,21,5.039998,0.0,0.0,78.0,Clouds,0,2971
2012-10-05 22:00:00,4,22,4.899998,0.0,0.0,85.0,Clouds,0,2450
2012-10-05 23:00:00,4,23,3.5599983,0.0,0.0,26.0,Clouds,0,1832
2012-10-06 00:00:00,5,0,3.1299984,0.0,0.0,29.0,Clouds,0,1231
2012-10-06 01:00:00,5,1,2.4199984,0.0,0.0,46.0,Clouds,0,718
2012-10-06 02:00:00,5,2,1.8499982,0.0,0.0,62.0,Clouds,0,545
2012-10-06 03:00:00,5,3,1.7799982,0.0,0.0,68.0,Clouds,0,361
2012-10-06 04:00:00,5,4,1.5599982,0.0,0.0,78.0,Unknown,0,411
2012-10-06 05:00:00,5,5,1.2699982,0.0,0.0,64.0,Clouds,0,688
2012-10-06 06:00:00,5,6,1.5599982,0.0,0.0,68.0,Clouds,0,1352
2012-10-06 07:00:00,5,7,1.5299982,0.0,0.0,67.0,Clear,0,2072
2012-10-06 08:00:00,5,8,1.4299982,0.0,0.0,82.0,Clear,0,3342
2012-10-06 09:00:00,5,9,1.6999983,0.0,0.0,74.0,Clear,0,4258
2012-10-06 10:00:00,5,10,2.3299983,0.0,0.0,58.0,Clouds,0,4861
2012-10-06 11:00:00,5,11,4.579998,0.0,0.0,74.0,Clouds,0,5191
2012-10-06 12:00:00,5,12,5.079998,0.1,0.0,89.0,Clouds,0,5669
2012-10-06 13:00:00,5,13,5.239998,0.0,0.0,100.0,Clouds,0,5074
2012-10-06 14:00:00,5,14,6.219998,0.0,0.0,100.0,Clouds,0,5025
2012-10-06 15:00:00,5,15,6.209998,0.0,0.0,100.0,Clouds,0,5153
2012-10-06 16:00:00,5,16,6.359998,0.0,0.0,99.0,Clouds,0,5024
2012-10-06 17:00:00,5,17,6.599998,0.0,0.0,98.0,Clouds,0,4779
2012-10-06 18:00:00,5,18,5.219998,0.0,0.0,96.0,Clouds,0,4362
2012-10-06 19:00:00,5,19,5.209998,0.0,0.0,98.0,Clouds,0,3860
2012-10-06 20:00:00,5,20,5.0099983,0.0,0.0,98.0,Clouds,0,3160
2012-10-06 21:00:00,5,21,4.739998,0.0,0.0,93.0,Clouds,0,2992
2012-10-06 22:00:00,5,22,4.329998,0.0,0.0,93.0,Clouds,0,3202
2012-10-06 23:00:00,5,23,2.3299983,0.0,0.0,91.0,Clouds,0,1941
2012-10-07 00:00:00,6,0,2.4599984,0.0,0.0,93.0,Clouds,0,1233
2012-10-07 01:00:00,6,1,1.3999982,0.0,0.0,68.0,Clouds,0,767
2012-10-07 02:00:00,6,2,0.3499982,0.0,0.0,3.9,Unknown,0,526
2012-10-07 03:00:00,6,3,-0.7200018,0.0,0.0,3.0,Unknown,0,323
2012-10-07 04:00:00,6,4,-1.3200018,0.0,0.0,14.400001,Clouds,0,312
2012-10-07 05:00:00,6,5,-1.5500017,0.0,0.0,25.2,Clouds,0,627
2012-10-07 06:00:00,6,6,-1.6300018,0.0,0.0,26.7,Clouds,0,1508
2012-10-07 07:00:00,6,7,-1.7200018,0.0,0.0,25.500002,Clouds,0,1539
2012-10-07 08:00:00,6,8,-1.6600018,0.0,0.0,24.6,Clouds,0,2232
2012-10-07 09:00:00,6,9,-1.4700018,0.0,0.0,27.0,Clouds,0,4568
2012-10-07 10:00:00,6,10,0.39999822,0.0,0.0,82.0,Clouds,0,4624
2012-10-07 11:00:00,6,11,5.949998,0.0,0.0,96.0,Clouds,0,4529
2012-10-07 12:00:00,6,12,7.619998,0.0,0.0,90.0,Clouds,0,5139
2012-10-07 13:00:00,6,13,9.079998,0.0,0.0,89.0,Clouds,0,6640
2012-10-07 14:00:00,6,14,9.609998,0.0,0.0,96.0,Clouds,0,6589
2012-10-07 15:00:00,6,15,10.219998,0.0,0.0,82.0,Clouds,0,4429
2012-10-07 16:00:00,6,16,10.879998,0.0,0.0,51.0,Clouds,0,4329
2012-10-07 17:00:00,6,17,11.779998,0.0,0.0,46.0,Clouds,0,3833
2012-10-07 18:00:00,6,18,10.709998,0.0,0.0,0.6,Clouds,0,4015
2012-10-07 19:00:00,6,19,10.699998,0.0,0.0,1.0,Clouds,0,3382
2012-10-07 20:00:00,6,20,9.479998,0.0,0.0,2.0,Clouds,0,2815
2012-10-07 21:00:00,6,21,8.5599985,0.0,0.0,0.0,Clouds,0,2110
2012-10-07 22:00:00,6,22,7.789998,0.0,0.0,0.0,Clouds,0,1555
2012-10-07 23:00:00,6,23,5.219998,0.0,0.0,0.0,Clouds,0,959
2012-10-08 00:00:00,0,0,5.2599983,0.0,0.0,4.8,Clouds,1,455
2012-10-08 01:00:00,0,1,4.7799983,0.0,0.0,27.900002,Clouds,1,336
2012-10-08 02:00:00,0,2,4.5299983,0.0,0.0,27.300001,Clouds,1,265
2012-10-08 03:00:00,0,3,4.749998,0.0,0.0,13.500001,Clear,1,314
2012-10-08 04:00:00,0,4,4.649998,0.0,0.0,21.300001,Clear,1,779
2012-10-08 05:00:00,0,5,4.929998,0.0,0.0,27.900002,Clear,1,2571
2012-10-08 06:00:00,0,6,4.769998,0.0,0.0,58.0,Clear,1,5563
2012-10-08 07:00:00,0,7,4.769998,0.0,0.0,56.0,Clouds,1,6676
2012-10-08 08:00:00,0,8,4.969998,0.0,0.0,51.0,Clouds,1,5966
2012-10-08 09:00:00,0,9,5.539998,0.0,0.0,71.0,Clouds,1,4832
2012-10-08 10:00:00,0,10,6.0899982,0.0,0.0,94.0,Clouds,1,4395
2012-10-08 11:00:00,0,11,9.419998,0.0,0.0,90.0,Clouds,1,4411
2012-10-08 12:00:00,0,12,10.789998,0.0,0.0,89.0,Clouds,1,4648
2012-10-08 13:00:00,0,13,12.639998,0.0,0.0,70.0,Clear,1,4602
2012-10-08 14:00:00,0,14,13.359998,0.0,0.0,85.0,Clouds,1,5125
2012-10-08 15:00:00,0,15,14.399998,0.4,0.0,100.0,Clouds,1,5502
2012-10-08 16:00:00,0,16,15.109998,0.0,0.0,96.0,Clear,1,5979
2012-10-08 17:00:00,0,17,17.029999,0.4,0.0,99.0,Clear,1,5663
2012-10-08 18:00:00,0,18,15.629998,0.3,0.0,86.0,Clouds,1,4259
2012-10-08 19:00:00,0,19,15.159998,0.3,0.0,70.0,Clouds,1,3069
2012-10-08 20:00:00,0,20,14.0599985,0.2,0.0,50.0,Clouds,1,2378
2012-10-08 21:00:00,0,21,13.5599985,0.0,0.0,36.0,Clear,1,2030
2012-10-08 22:00:00,0,22,13.129998,0.0,0.0,48.0,Clear,1,1400
2012-10-08 23:00:00,0,23,10.349998,0.0,0.0,79.0,Clear,1,917
2012-10-09 00:00:00,1,0,9.819998,0.0,0.0,88.0,Clear,0,515
2012-10-09 01:00:00,1,1,8.979998,0.0,0.0,91.0,Clear,0,302
2012-10-09 02:00:00,1,2,8.909998,0.0,0.0,40.0,Clear,0,251
2012-10-09 03:00:00,1,3,9.099998,0.0,0.0,50.0,Clear,0,347
2012-10-09 04:00:00,1,4,8.839998,0.0,0.0,79.0,Unknown,0,798
2012-10-09 05:00:00,1,5,8.319998,0.0,0.0,85.0,Clouds,0,2678
2012-10-09 06:00:00,1,6,8.209998,0.0,0.0,98.0,Clouds,0,5733
2012-10-09 07:00:00,1,7,8.229998,0.0,0.0,98.0,Clouds,0,6449
2012-10-09 08:00:00,1,8,8.399998,0.0,0.0,96.0,Clouds,0,5765
2012-10-09 09:00:00,1,9,8.449998,0.0,0.0,99.0,Clouds,0,5599
2012-10-09 10:00:00,1,10,8.259998,0.0,0.0,100.0,Clouds,0,4534
2012-10-09 11:00:00,1,11,8.269999,0.0,0.0,94.0,Clouds,0,4691
2012-10-09 12:00:00,1,12,8.569998,0.0,0.0,83.0,Clouds,0,5067
2012-10-09 13:00:00,1,13,9.479998,0.0,0.0,52.0,Clouds,0,5030
2012-10-09 14:00:00,1,14,9.289998,0.0,0.0,49.0,Clouds,0,5300
2012-10-09 15:00:00,1,15,9.399998,0.0,0.0,72.0,Clouds,0,5777
2012-10-09 16:00:00,1,16,8.999998,0.0,0.0,89.0,Rain,0,6349
2012-10-09 17:00:00,1,17,8.759998,0.0,0.0,76.0,Clouds,0,6127
2012-10-09 18:00:00,1,18,7.439998,0.0,0.0,81.0,Clouds,0,4460
2012-10-09 19:00:00,1,19,7.219998,0.0,0.0,65.0,Clouds,0,3418
2012-10-09 20:00:00,1,20,6.859998,0.0,0.0,17.0,Clouds,0,2775
2012-10-09 21:00:00,1,21,6.169998,0.0,0.0,6.0,Clouds,0,2306
2012-10-09 22:00:00,1,22,5.909998,0.0,0.0,4.0,Clouds,0,1846
2012-10-09 23:00:00,1,23,3.9199984,0.0,0.0,1.0,Clouds,0,947
2012-10-10 00:00:00,2,0,3.6799984,0.0,0.0,2.0,Clouds,0,494
2012-10-10 01:00:00,2,1,3.3299983,0.0,0.0,1.0,Clouds,0,332
2012-10-10 02:00:00,2,2,2.5699983,0.0,0.0,0.0,Clouds,0,261
2012-10-10 03:00:00,2,3,1.7799982,0.0,0.0,0.0,Clouds,0,361
2012-10-10 04:00:00,2,4,1.5999982,0.0,0.0,0.0,Clouds,0,807
2012-10-10 05:00:00,2,5,0.7699982,0.0,0.0,0.0,Unknown,0,2735
2012-10-10 06:00:00,2,6,-0.09000179,0.0,0.0,1.0,Unknown,0,5875
2012-10-10 07:00:00,2,7,-0.13000178,0.0,0.0,0.0,Clear,0,6793
2012-10-10 08:00:00,2,8,-0.20000179,0.0,0.0,0.0,Rain,0,6283
2012-10-10 09:00:00,2,9,-0.010001785,0.0,0.0,1.0,Rain,0,5680
2012-10-10 10:00:00,2,10,1.4799982,0.0,0.0,0.0,Rain,0,4632
2012-10-10 11:00:00,2,11,6.479998,0.0,0.0,0.0,Clear,0,4887
2012-10-10 12:00:00,2,12,7.669998,0.0,0.0,15.0,Clear,0,5030
2012-10-10 13:00:00,2,13,8.789998,0.0,0.0,50.0,Clouds,0,5067
2012-10-10 14:00:00,2,14,9.139998,0.0,0.0,84.0,Clouds,0,5227
2012-10-10 15:00:00,2,15,9.509998,0.0,0.0,100.0,Clouds,0,5610
2012-10-10 16:00:00,2,16,9.789998,0.0,0.0,100.0,Clouds,0,6286
2012-10-10 17:00:00,2,17,11.069998,0.0,0.0,91.0,Clear,0,6146
2012-10-10 18:00:00,2,18,10.269999,0.0,0.0,91.0,Unknown,0,4775
2012-10-10 19:00:00,2,19,10.029998,0.0,0.0,100.0,Clear,0,3340
2012-10-10 20:00:00,2,20,9.5599985,0.0,0.0,97.0,Clear,0,3013
2012-10-10 21:00:00,2,21,9.849998,0.0,0.0,98.0,Clear,0,2603
2012-10-10 22:00:00,2,22,9.719998,0.0,0.0,96.0,Clear,0,1910
2012-10-10 23:00:00,2,23,9.899998,0.0,0.0,96.0,Clear,0,1037
2012-10-11 00:00:00,3,0,9.869998,0.0,0.0,55.0,Clear,0,535
2012-10-11 01:00:00,3,1,10.289998,0.0,0.0,19.0,Unknown,0,347
2012-10-11 02:00:00,3,2,10.729998,0.0,0.0,83.0,Clear,0,279
2012-10-11 03:00:00,3,3,11.089998,0.0,0.0,98.0,Unknown,0,350
2012-10-11 04:00:00,3,4,11.679998,0.1,0.0,77.0,Clouds,0,850
2012-10-11 05:00:00,3,5,11.039998,0.3,0.0,59.0,Clouds,0,2791
2012-10-11 06:00:00,3,6,6.129998,0.4,0.0,95.0,Clouds,0,5809
2012-10-11 07:00:00,3,7,4.999998,0.0,0.0,83.0,Clear,0,6798
2012-10-11 08:00:00,3,8,4.479998,0.0,0.0,79.0,Clear,0,6304
2012-10-11 09:00:00,3,9,4.729998,0.0,0.0,52.0,Clear,0,5291
2012-10-11 10:00:00,3,10,5.0699983,0.0,0.0,62.0,Clouds,0,4638
2012-10-11 11:00:00,3,11,6.5099983,0.0,0.0,66.0,Clear,0,5013
2012-10-11 12:00:00,3,12,7.499998,0.0,0.0,35.0,Unknown,0,5212
2012-10-11 13:00:00,3,13,8.169998,0.0,0.0,28.0,Unknown,0,5172
2012-10-11 14:00:00,3,14,8.899998,0.0,0.0,32.0,Unknown,0,5557
2012-10-11 15:00:00,3,15,9.319998,0.0,0.0,30.0,Clear,0,5818
2012-10-11 16:00:00,3,16,9.789998,0.0,0.0,20.0,Clear,0,6272
2012-10-11 17:00:00,3,17,9.269999,0.0,0.0,1.0,Clouds,0,5944
2012-10-11 18:00:00,3,18,7.809998,0.0,0.0,0.0,Clouds,0,4949
2012-10-11 19:00:00,3,19,7.239998,0.0,0.0,0.0,Clouds,0,3511
2012-10-11 20:00:00,3,20,6.269998,0.0,0.0,0.0,Clouds,0,3039
2012-10-11 21:00:00,3,21,5.669998,0.0,0.0,0.0,Clouds,0,2679
2012-10-11 22:00:00,3,22,4.599998,0.0,0.0,0.0,Clouds,0,2094
2012-10-11 23:00:00,3,23,1.7599982,0.0,0.0,0.0,Clouds,0,1284
2012-10-12 00:00:00,4,0,1.2099983,0.0,0.0,0.0,Clouds,0,630
2012-10-12 01:00:00,4,1,0.5299982,0.0,0.0,0.0,Clouds,0,410
2012-10-12 02:00:00,4,2,-0.4300018,0.0,0.0,0.0,Clouds,0,331
2012-10-12 03:00:00,4,3,-0.4700018,0.0,0.0,0.0,Clouds,0,372
2012-10-12 04:00:00,4,4,0.2599982,0.0,0.0,15.900001,Drizzle,0,739
2012-10-12 05:00:00,4,5,-0.5600018,0.0,0.0,30.000002,Rain,0,2561
2012-10-12 06:00:00,4,6,-1.2600018,0.0,0.0,30.000002,Drizzle,0,5586
2012-10-12 07:00:00,4,7,-1.2800018,0.0,0.0,29.400002,Clouds,0,6992
2012-10-12 08:00:00,4,8,-1.5500017,0.0,0.0,24.0,Clouds,0,5860
2012-10-12 09:00:00,4,9,-2.6500018,0.0,0.0,10.8,Clouds,0,5230
2012-10-12 10:00:00,4,10,-0.45000178,0.0,0.0,19.800001,Clouds,0,4864
2012-10-12 11:00:00,4,11,5.459998,0.0,0.0,12.0,Clouds,0,5146
2012-10-12 12:00:00,4,12,6.969998,0.0,0.0,16.2,Clouds,0,5526
2012-10-12 13:00:00,4,13,7.869998,0.0,0.0,10.5,Clouds,0,5383
2012-10-12 14:00:00,4,14,8.789998,0.0,0.0,0.6,Clouds,0,5758
2012-10-12 15:00:00,4,15,9.459998,0.0,0.0,0.0,Clouds,0,5889
2012-10-12 16:00:00,4,16,10.329998,0.0,0.0,0.0,Clouds,0,6057
2012-10-12 17:00:00,4,17,11.509998,0.0,0.0,0.0,Clouds,0,6028
2012-10-12 18:00:00,4,18,10.339998,0.0,0.0,0.0,Clouds,0,5257
2012-10-12 19:00:00,4,19,10.099998,0.0,0.0,0.0,Clouds,0,4113
2012-10-12 20:00:00,4,20,9.019999,0.0,0.0,0.0,Unknown,0,3303
2012-10-12 21:00:00,4,21,8.499998,0.0,0.0,0.0,Unknown,0,3135
2012-10-12 22:00:00,4,22,8.229998,0.0,0.0,1.0,Unknown,0,3017
2012-10-12 23:00:00,4,23,8.209998,0.0,0.0,25.0,Unknown,0,1897
2012-10-13 00:00:00,5,0,8.669998,0.0,0.0,98.0,Clear,0,1335
2012-10-13 01:00:00,5,1,9.229998,0.0,0.0,100.0,Clear,0,769
2012-10-13 02:00:00,5,2,8.259998,0.2,0.0,100.0,Clear,0,570
2012-10-13 03:00:00,5,3,8.379998,0.0,0.0,100.0,Clear,0,413
2012-10-13 04:00:00,5,4,8.889998,0.0,0.0,100.0,Clouds,0,399
2012-10-13 05:00:00,5,5,9.259998,0.0,0.0,100.0,Clear,0,740
2012-10-13 06:00:00,5,6,9.899998,0.0,0.0,100.0,Clear,0,1420
2012-10-13 07:00:00,5,7,9.859998,0.0,0.0,100.0,Clear,0,2220
2012-10-13 08:00:00,5,8,9.8099985,0.0,0.0,100.0,Clouds,0,3479
2012-10-13 09:00:00,5,9,9.699998,0.0,0.0,100.0,Clouds,0,4546
2012-10-13 10:00:00,5,10,10.079998,0.0,0.0,100.0,Clouds,0,4579
2012-10-13 11:00:00,5,11,11.5599985,0.0,0.0,100.0,Clouds,0,4438
2012-10-13 12:00:00,5,12,11.409998,0.2,0.0,100.0,Clear,0,4623
2012-10-13 13:00:00,5,13,11.449998,0.2,0.0,100.0,Clear,0,4440
2012-10-13 14:00:00,5,14,11.289998,0.1,0.0,100.0,Clear,0,4495
2012-10-13 15:00:00,5,15,11.189998,1.2,0.0,100.0,Clear,0,4483
2012-10-13 16:00:00,5,16,11.249998,0.0,0.0,100.0,Clear,0,4591
2012-10-13 17:00:00,5,17,12.049998,0.0,0.0,100.0,Clear,0,4477
2012-10-13 18:00:00,5,18,10.899998,0.0,0.0,100.0,Clear,0,4221
2012-10-13 19:00:00,5,19,11.259998,0.0,0.0,100.0,Clear,0,3672
2012-10-13 20:00:00,5,20,11.529998,0.1,0.0,100.0,Clouds,0,3015
2012-10-13 21:00:00,5,21,11.929998,0.0,0.0,100.0,Clear,0,2769
2012-10-13 22:00:00,5,22,11.419998,0.0,0.0,99.0,Clouds,0,2875
2012-10-13 23:00:00,5,23,10.179998,0.0,0.0,100.0,Clouds,0,1931
2012-10-14 00:00:00,6,0,10.159998,0.0,0.0,98.0,Clouds,0,1309
2012-10-14 01:00:00,6,1,10.169998,0.0,0.0,99.0,Clouds,0,870
2012-10-14 02:00:00,6,2,9.519999,0.0,0.0,98.0,Clouds,0,654
2012-10-14 03:00:00,6,3,8.499998,0.0,0.0,90.0,Clouds,0,364
2012-10-14 04:00:00,6,4,8.369998,0.0,0.0,89.0,Clouds,0,262
2012-10-14 05:00:00,6,5,7.419998,0.0,0.0,93.0,Clouds,0,505
2012-10-14 06:00:00,6,6,7.599998,0.0,0.0,100.0,Clouds,0,861
2012-10-14 07:00:00,6,7,7.409998,0.0,0.0,100.0,Clouds,0,1132
2012-10-14 08:00:00,6,8,7.219998,0.0,0.0,100.0,Clouds,0,1797
2012-10-14 09:00:00,6,9,7.0499983,0.0,0.0,100.0,Mist,0,2685
2012-10-14 10:00:00,6,10,7.0699983,0.0,0.0,100.0,Drizzle,0,3370
2012-10-14 11:00:00,6,11,8.489998,0.0,0.0,100.0,Drizzle,0,3662
2012-10-14 12:00:00,6,12,8.959998,0.0,0.0,100.0,Drizzle,0,4076
2012-10-14 13:00:00,6,13,10.0599985,0.0,0.0,100.0,Mist,0,4128
2012-10-14 14:00:00,6,14,11.519999,0.0,0.0,87.0,Rain,0,4358
2012-10-14 15:00:00,6,15,12.789998,0.0,0.0,88.0,Mist,0,4342
2012-10-14 16:00:00,6,16,13.739998,0.0,0.0,88.0,Mist,0,4234
2012-10-14 17:00:00,6,17,14.429998,0.0,0.0,91.0,Mist,0,4271
2012-10-14 18:00:00,6,18,12.859998,0.0,0.0,66.0,Rain,0,4080
2012-10-14 19:00:00,6,19,12.299998,0.0,0.0,46.0,Mist,0,3453
2012-10-14 20:00:00,6,20,11.549998,0.0,0.0,59.0,Mist,0,2718
2012-10-14 21:00:00,6,21,11.129998,0.0,0.0,72.0,Mist,0,2439
2012-10-14 22:00:00,6,22,10.749998,0.0,0.0,71.0,Mist,0,1819
2012-10-14 23:00:00,6,23,9.149998,0.0,0.0,63.0,Mist,0,1002
2012-10-15 00:00:00,0,0,7.829998,0.0,0.0,54.0,Mist,0,542
2012-10-15 01:00:00,0,1,7.7799983,0.0,0.0,38.0,Mist,0,303
2012-10-15 02:00:00,0,2,7.379998,0.0,0.0,15.0,Fog,0,239
2012-10-15 03:00:00,0,3,6.679998,0.0,0.0,3.0,Fog,0,335
2012-10-15 04:00:00,0,4,5.949998,0.0,0.0,3.0,Mist,0,810
2012-10-15 05:00:00,0,5,4.489998,0.0,0.0,1.0,Mist,0,2606
2012-10-15 06:00:00,0,6,2.7599983,0.0,0.0,0.0,Mist,0,5714
2012-10-15 07:00:00,0,7,2.8599982,0.0,0.0,0.0,Mist,0,6798
2012-10-15 08:00:00,0,8,1.9599983,0.0,0.0,0.0,Mist,0,6114
2012-10-15 09:00:00,0,9,1.7699982,0.0,0.0,0.0,Mist,0,5094
2012-10-15 10:00:00,0,10,4.199998,0.0,0.0,0.0,Mist,0,4473
2012-10-15 11:00:00,0,11,9.829998,0.0,0.0,0.0,Mist,0,4529
2012-10-15 12:00:00,0,12,11.359998,0.0,0.0,17.7,Clouds,0,4823
2012-10-15 13:00:00,0,13,13.169998,0.0,0.0,28.800001,Clear,0,4872
2012-10-15 14:00:00,0,14,13.929998,0.0,0.0,28.800001,Clouds,0,5238
2012-10-15 15:00:00,0,15,14.759998,0.0,0.0,29.1,Clear,0,5584
2012-10-15 16:00:00,0,16,15.049998,0.0,0.0,64.0,Clear,0,6246
2012-10-15 17:00:00,0,17,15.909998,0.0,0.0,24.0,Clouds,0,5957
2012-10-15 18:00:00,0,18,14.819998,0.0,0.0,88.0,Clouds,0,4535
2012-10-15 19:00:00,0,19,14.409998,0.0,0.0,100.0,Clouds,0,3234
2012-10-15 20:00:00,0,20,14.269999,0.0,0.0,93.0,Clouds,0,2677
2012-10-15 21:00:00,0,21,13.989998,0.0,0.0,95.0,Clouds,0,2077
2012-10-15 22:00:00,0,22,13.599998,0.0,0.0,99.0,Clouds,0,1380
2012-10-15 23:00:00,0,23,13.149998,0.0,0.0,99.0,Clouds,0,927
2012-10-16 00:00:00,1,0,12.889998,0.0,0.0,96.0,Clouds,0,500
2012-10-16 01:00:00,1,1,12.709998,0.0,0.0,100.0,Clouds,0,324
2012-10-16 02:00:00,1,2,12.289998,0.0,0.0,99.0,Clear,0,257
2012-10-16 03:00:00,1,3,12.479998,0.0,0.0,96.0,Clear,0,354
2012-10-16 04:00:00,1,4,12.899998,0.0,0.0,99.0,Clear,0,769
